Post_url,Image_BaseName,description,commentCount,likeCount,type,pubDate,year,month,Google_Vision_label,text_category,visual_cluster,BERTopic_cluster_id
,19051324_229712207545138_544687249967546368_n.jpg,"Just arrived in #Wisconsin with @ivankatrump & team- to discuss JOBS, JOBS, JOBS! #MAGA 🇺🇸",995,56899,Video,2017-06-13T20:47:05.000Z,2017,6,Sky; Tire; Aircraft; Vehicle; Airplane; Cloud; Aerospace manufacturer; Aviation; Air travel; Military aircraft,#N/A,#N/A,#N/A
https://www.instagram.com/p/BbnAy_SAUG4/,23594213_196151537624694_5392947329848311808_n.jpg,"President Donald J. Trump meets and poses for photos with the University of Washington Women’s Rowing #NCAA National Championship Team, Friday, Nov. 17, 2017, during the Collegiate National Champions Day at the White House in Washington, D.C. #USA 🇺🇸",666,71887,Photo,2017-11-17T20:21:14.000Z,2017,11,Smile; Gesture; Plant; Sky; Crew; Event; Uniform; Recreation; Team; Fun,president_life,military,20
,66806136_1277223972453522_8317723895190401102_n.jpg,"‪Hate has no place in America – hatred warps the mind, ravages the heart, and devours the soul.‬",2924,104548,Video,2019-08-05T18:27:24.000Z,2019,8,Microphone; Outerwear; Tie; Coat; News; Picture frame; Dress shirt; Spokesperson; Blazer; Suit,#N/A,#N/A,#N/A
https://www.instagram.com/p/BP85DnujeH3/,16230245_1913042158932158_8459690224144875520_n.jpg,Join us in congratulating Judge Neil Gorsuch on his nomination for #SCOTUS! Read his bio here by cutting & pasting into browser: https://www.whitehouse.gov/nominee-gorsuch,5452,139276,Photo,2017-02-01T02:00:09.000Z,2017,2,World; Font; Entertainment; Event; Poster; Music; Performing arts; Advertising; Photo caption; Stage,law,rallies and public events,53
https://www.instagram.com/p/BfOlWjEAvzS/,28152744_201851787064053_7888440504122081280_n.jpg,"To law enforcement, first responders, and teachers who responded so bravely in the face of danger: We thank you for your courage.",953,54489,Photo,2018-02-15T18:45:13.000Z,2018,2,Property; Podium; Product; World; Lectern; Human; Interior design; Microphone; Font; Chair,law,summits and negotiations,62
,50046060_126866101684983_2782966017141917229_n.jpg,From the Southern Border....,11900,434853,Video,2019-01-10T22:49:24.000Z,2019,1,Sky; Military person; Marines; Military uniform; Motor vehicle; Sunglasses; Soldier; Security; Government agency; Plant,#N/A,#N/A,#N/A
https://www.instagram.com/p/BlyIT-TgzWf/,37252010_504349926674168_3660402112992378880_n.jpg,"#Repost @foxbusiness
・・・
The U.S. economy grew by 4.1 percent in the second quarter of 2018, marking the fastest economic expansion in nearly four years, according to a long-awaited official estimate released Friday by the Commerce Department.",6467,133278,Photo,2018-07-28T17:12:29.000Z,2018,7,Flag; Flag of the united states; Font; Rectangle; Screenshot; Electric blue; Display device; Event; Flag Day (USA); Brand,economy,posters and screenshots,100
https://www.instagram.com/p/Bknf2XTAlIL/,34982951_219814218506879_2458033401525960704_n.jpg,"#Repost @foxnews
・・・
At his speech celebrating the 6-month anniversary of the passage of the Tax Cuts and Jobs Act, President @realDonaldTrump discussed his affinity for the American flag.",5280,149782,Photo,2018-06-29T17:35:07.000Z,2018,6,Flag of the united states; Poster; Font; Line; Red; Flag Day (USA); Flag; Event; Advertising; Holiday,military,military,112
,74914119_153341172622648_6946482275881060054_n.jpg,"JOBS, JOBS, JOBS!",5678,187464,Video,2019-12-07T00:18:52.000Z,2019,12,Tie; World; Television presenter; News; Font; Screenshot; Display device; Suit; Technology; Electronic device,#N/A,#N/A,#N/A
https://www.instagram.com/p/BAkTyHlmhUQ/,12446019_529939120521089_832609221_n.jpg,#TrumpTrain with another stop in #Iowa!,721,16601,Photo,2016-01-15T17:01:46.000Z,2016,1,Flag; Suit; Event; Government; Flag of the united states; Official; Podium; Chair; Ceremony; Uniform,election,summits and negotiations,29
https://www.instagram.com/p/BYbgzL6A0Vv/,21107394_851539288328573_5867793596924559360_n.jpg,"‪#Texas & #Louisiana: We are w/ you today, we are w/ you tomorrow, & we will be w/ you EVERY SINGLE DAY AFTER, to restore, recover, & REBUILD!‬",574,65525,Photo,2017-08-30T19:35:48.000Z,2017,8,World; Human; Sharing; Social group; Font; Flag of the united states; Suit; Community; Flag; People,election,unofficial setting,64
,16908552_1513456108679295_353786102668066816_n.jpg,"Departing #capitolhill after #jointsession. 
#USA 🇺🇸",1818,93013,Video,2017-03-01T16:24:35.000Z,2017,3,Black; Coat; Black-and-white; Style; Suit; Hat; Event; Monochrome; Crowd; Monochrome photography,#N/A,#N/A,#N/A
,122883174_2757796064478213_3122601169413848798_n.jpg,DRAIN THE SWAMP!,4570,195746,Video,2020-10-27T15:53:58.000Z,2020,10,Plant; Window; Sleeve; Dress shirt; Gesture; Collar; Tie; Suit; Blazer; Formal wear,#N/A,#N/A,#N/A
https://www.instagram.com/p/B2VdqM3BKh8/,69037434_2355208881387758_5373599480629452879_n.jpg,"Thank you Kevin - let’s WIN, WIN, WIN!
#Repost @repkevinmccarthy
・・・
Amazing night with President @realdonaldtrump! Republicans are united! 👍🏼🐘🇺🇸",2389,200375,Photo,2019-09-13T02:54:45.000Z,2019,9,Smile; Facial expression; Tie; Human; Curtain; Coat; Fashion; Lighting; Gesture; Dress,president_life,unofficial setting,115
https://www.instagram.com/p/BtwETCdl5DS/,51232317_130574884655823_8487924260003757284_n.jpg,,6964,296262,Photo,2019-02-11T18:10:05.000Z,2019,2,Tie; Sleeve; Coat; Gesture; Collar; Font; Dress shirt; Suit; Blazer; Formal wear,#N/A,official setting,#N/A
,31198327_1632482213514053_2095839552483622912_n.jpg,@FLOTUS Melania and I were honored to welcome Military Spouses to the East Room of the White House this afternoon!,4143,83935,Video,2018-05-09T20:30:57.000Z,2018,5,Microphone; Outerwear; Flag; Tie; Gesture; Military person; Suit; Podium; Blazer; Flag of the united states,#N/A,#N/A,#N/A
https://www.instagram.com/p/CGAn6KFsjDq/,120795078_378851203281845_5757824928669984889_n.jpg,#Repost @teamtrump,9959,642697,Photo,2020-10-06T17:02:34.000Z,2020,10,Sky; Cloud; Vehicle; Gesture; Aircraft; Tree; Morning; Adaptation; Font; Happy,other,outdoors,10
https://www.instagram.com/p/BQV0lPbDb4S/,16585422_411503132574906_982214297100746752_n.jpg,On behalf of the United States - I am honored to welcome Japan Prime Minister Shinzō Abe back!,5654,155781,Photo,2017-02-10T18:22:04.000Z,2017,2,Clothing; Microphone; Podium; Outerwear; Public address system; Lectern; Organ; Coat; Tie; Curtain,international_relations,official setting,63
https://www.instagram.com/p/q4lM2omhQt/,926839_655515494533859_320590166_n.jpg,"This week's groundbreaking at the Old Post Office Building in D.C. was amazing. Great people, great dedication. Watch the video of the ceremony here- http://youtu.be/CjTvRflsAfU #D.C. #Trump #OldPostOffice",208,3270,Photo,2014-07-25T18:28:07.000Z,2014,7,Clothing; Coat; Human; Smile; Fashion; Standing; Gesture; Tie; Suit; Formal wear,other,unofficial setting,61
,12749846_1096046647093535_37310898_n.jpg,The wall will be built- and Mexico will pay for it! #TrumpTrain #GOPDebate,35508,36653,Video,2016-02-14T05:21:25.000Z,2016,2,Forehead; Chin; Microphone; Tie; Coat; Suit; Collar; Spokesperson; Dress shirt; Blazer,#N/A,#N/A,#N/A
https://www.instagram.com/p/BXD2voDgAmJ/,20347312_103075707051724_3865840848415490048_n.jpg,So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting.,1411,46358,Photo,2017-07-27T18:34:24.000Z,2017,7,Outerwear; World; Organism; Coat; Font; Suit; News; Event; Microphone; Photo caption,president_life,posters and screenshots,8
,10831776_413490525465345_662109660_n.jpg,#TrumpVlog @Rosie needs to rest and relax. It's not working.,1466,2903,Video,2014-12-01T16:31:20.000Z,2014,12,Picture frame; Furniture; Organ; Dress shirt; Tie; Collar; Suit; Blazer; Formal wear; White-collar worker,#N/A,#N/A,#N/A
https://www.instagram.com/p/BQiPB5YDKQ4/,16585385_588948301306408_8390797862090309632_n.jpg,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,4075,79881,Photo,2017-02-15T14:04:04.000Z,2017,2,Font; Screenshot; Eyelash; Number; Logo,election,posters and screenshots,0
https://www.instagram.com/p/1374qSGhe8/,11123686_1571615886422450_207378260_n.jpg,#TrumpAdvice,628,3962,Photo,2015-04-24T22:12:25.000Z,2015,4,Font; Darkness; Graphics; Photo caption; Brand,other,posters and screenshots,45
,121500782_124558559160272_7649312144799151639_n.jpg,,4819,194388,Video,2020-10-16T16:15:25.000Z,2020,10,Microphone; Coat; Human; Tie; Gesture; Suit; Spokesperson; Blazer; Formal wear; Official,#N/A,#N/A,#N/A
https://www.instagram.com/p/BvaG8IwFS3o/,54457901_423018424936995_3872898485491446369_n.jpg,"No Collusion, No Obstruction, Complete and Total EXONERATION. KEEP AMERICA GREAT!",11695,396730,Photo,2019-03-24T22:32:40.000Z,2019,3,Window; Tree; World; Tie; Font; Blazer; Plant; Official; Event; Formal wear,american_nation,outdoors,59
,91486830_207452390562633_7961131176789477060_n.jpg,"#Repost @whitehouse
・・・
We're issuing new guidelines to protect elderly Americans by minimizing the spread of COVID-19 in nursing homes.",1535,95498,Video,2020-04-03T00:08:47.000Z,2020,4,Grey; Wood; Font; Twig; Electric blue; Flooring; Hardwood; Pattern; Midnight; Event,#N/A,#N/A,#N/A
,117104280_1147800518937082_3449051974995806701_n.jpg,,14394,285265,Video,2020-08-08T23:28:28.000Z,2020,8,Microphone; Flag; Organ; Flag of the united states; Tie; Public address system; Gesture; Spokesperson; Government agency; Suit,#N/A,#N/A,#N/A
https://www.instagram.com/p/BpaXXkUAAH6/,44365825_2064523427211805_81928368110826514_n.jpg,"If you meet every day with optimism – if you confront every obstacle with determination – if you refuse to give up, if you never quit, if you face every challenge with confidence and pride – then there is no goal you cannot achieve, and no dream beyond your reach! #YBLS2018",3503,143927,Photo,2018-10-26T21:47:51.000Z,2018,10,Outerwear; Coat; Tie; Community; Suit; Font; People; Crowd; Event; Job,american_nation,rallies and public events,59
https://www.instagram.com/p/Ba6cwnQgdp1/,22857906_1448516981928039_1934060353625260032_n.jpg,"The Fake News is working overtime. As Paul Manaforts lawyer said, there was ""no collusion"" and events mentioned took place long before he came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!",2449,65932,Photo,2017-10-31T12:59:45.000Z,2017,10,Microphone; Head; Chin; Public address system; Tie; Gesture; Spokesperson; Music artist; Entertainment; Audio equipment,election,official setting,0
https://www.instagram.com/p/BNXYad5DiQ9/,15099367_1758348324404763_4281626629362417664_n.jpg,"Watching the news unfold at Ohio State University. Our thoughts and prayers are with all of the students and administration. 
Excellent job by the Ohio State University Emergency Management Team (OSU_EMFP) in immediately notifying students & faculty via social media with the message: ""Buckeye Alert: Active Shooter on campus. Run Hide Fight. Watts Hall. 19th and College."" THANK YOU to all FIRST RESPONDERS who reacted immediately.",2523,91122,Photo,2016-11-28T19:20:14.000Z,2016,11,Sleeve; Font; Darkness; Event; Photo caption; Automotive tire; Brand; Engineering; Advertising; Science,greetings_condolences,posters and screenshots,55
https://www.instagram.com/p/Bso-akLFOn1/,49858713_2019053865054767_8318694314876071023_n.jpg,CONGRATULATIONS #ClemsonFootball! #NationalChampions #ALLIN,2850,195099,Photo,2019-01-15T03:32:36.000Z,2019,1,Flag; Tie; Curtain; Suit; Crowd; Event; Official; Spokesperson; Speech; Government,other,official setting,98
https://www.instagram.com/p/Bh2Eu2pgUXB/,30604427_1774657835911029_1016478618475298816_n.jpg,"Together, we are MAKING AMERICA GREAT AGAIN!",6887,210367,Photo,2018-04-21T19:52:35.000Z,2018,4,Boat; Vehicle; Naval architecture; White; Watercraft; Blue; Mode of transport; Ship; Aviation; Window,american_nation,vehicles,27
https://www.instagram.com/p/BddEoKvgupA/,26347019_2018821315041007_4508296710979584000_n.jpg,"The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Times to fulfill the vision of its Founder, Adolph Ochs, “to give the news impartially, without fear or FAVOR, regardless of party, sect, or interests involved.” Get impartial journalists of a much higher standard, lose all of your phony and non-existent “sources,” and treat the President of the United States FAIRLY, so that the next time I (and the people) win, you won’t have to write an apology to your readers for a job poorly done! GL

#NewYorkTimes
#NYTimes #Journalists #News #USA",1191,52078,Photo,2018-01-02T16:45:05.000Z,2018,1,Font; Darkness; Terrestrial plant; Electric blue; History; Slope,president_life,posters and screenshots,8
,97317165_2311391819155033_3172008075302357192_n.jpg,"#Repost @whitehouse
・・・
“We’ll get our nation back to work, and we will build our glorious future with American hands and American grit and American pride!” — President @realdonaldtrump",2770,117541,Video,2020-05-15T00:16:46.000Z,2020,5,Furniture; Lighting; Chair; Shelf; Bookcase; Building; Table; Shelving; Event; Engineering,#N/A,#N/A,#N/A
https://www.instagram.com/p/BocPH7zAnGe/,42003369_164933641106909_2630791387946359300_n.jpg,THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!,8730,288441,Photo,2018-10-02T18:42:54.000Z,2018,10,World; Tie; Gesture; Font; News; Suit; Blazer; Electric blue; Spokesperson; Technology,election,official setting,11
